https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1743292800000,2025-03-30 00:00:00,EOS/USDT,0.5461,0.6192,0.5409,0.5965,11096256.0513,18867418.793,5637427.5486,9585586.7591,707627,0.5884
1743206400000,2025-03-29 00:00:00,EOS/USDT,0.5716,0.5865,0.542,0.5459,11120300.7963,19960304.2401,5648144.9841,10137031.3695,705702,0.5573
1743120000000,2025-03-28 00:00:00,EOS/USDT,0.5824,0.6037,0.5668,0.5717,10852954.58,18672102.991,5507143.1735,9474879.2714,679926,0.5813
1743033600000,2025-03-27 00:00:00,EOS/USDT,0.5801,0.5886,0.5644,0.5824,11168505.4761,19375823.1645,5646890.3435,9796505.9749,708704,0.5764
1742947200000,2025-03-26 00:00:00,EOS/USDT,0.5713,0.5944,0.5673,0.5802,11247435.555,19387858.8255,5699447.0111,9824164.5805,711773,0.5801
1742860800000,2025-03-25 00:00:00,EOS/USDT,0.5723,0.5842,0.5641,0.5713,11095734.7148,19331133.4746,5609737.2188,9773028.7375,702362,0.5739
1742774400000,2025-03-24 00:00:00,EOS/USDT,0.5609,0.5823,0.5488,0.5728,11283434.2407,19816012.835,5716576.5086,10039305.1522,709793,0.5695
1742688000000,2025-03-23 00:00:00,EOS/USDT,0.5497,0.5749,0.5431,0.561,11468104.5841,20554314.1948,5806637.1303,10406808.8226,716656,0.558
1742601600000,2025-03-22 00:00:00,EOS/USDT,0.5493,0.5622,0.5412,0.5498,11516005.3291,20851676.5052,5836386.5372,10567543.1735,717102,0.5523
1742515200000,2025-03-21 00:00:00,EOS/USDT,0.555,0.5696,0.5323,0.5496,11307099.9635,20546197.9161,5731940.5335,10415812.2435,713065,0.5504
1742428800000,2025-03-20 00:00:00,EOS/USDT,0.5816,0.5976,0.5493,0.5551,10641188.5319,18625849.2448,5374914.9823,9407506.3071,676184,0.5715
1742342400000,2025-03-19 00:00:00,EOS/USDT,0.5739,0.6656,0.5591,0.5811,9978421.7293,16942112.3311,5054881.6591,8582839.2384,651943,0.59
1742256000000,2025-03-18 00:00:00,EOS/USDT,0.4996,0.5863,0.4864,0.5739,10856843.7581,21807433.3099,5519721.1575,11086248.466,672016,0.4984
1742169600000,2025-03-17 00:00:00,EOS/USDT,0.4757,0.5043,0.4756,0.4996,10392220.4291,21188570.2985,5278598.2714,10762525.9664,660869,0.4905
